"GeneID","Symbol","Name","Control","LPS0111B5","LPSO55","induction score","PSORT","PROTCOMP","Symbol","","IFN/kB","Domain","","tag","annotation","Priority","","Domain"
"GeneID:77590","Chst15","carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15","0.24","0.51","0.64","2.125","cyto","golg","Chst15","","","","","","","","","Sulfotransfer_1"
"GeneID:54371","Chst2","carbohydrate sulfotransferase 2","0.51","0.31","0.24","0.6078431372549019","mito","golg","Chst2","","","","","","","","","Sulfotransfer_1"
"GeneID:53374","Chst3","carbohydrate (chondroitin 6/keratan) sulfotransferase 3","2.99","1.56","1.28","0.5217391304347826","plas","golg","Chst3","","","","","","","","","Sulfotransfer_1"
"GeneID:60322","Chst7","carbohydrate (N-acetylglucosamino) sulfotransferase 7","0.76","1.15","1.1","1.513157894736842","golg","golg","Chst7","","","","","","","","","Sulfotransfer_1"
"GeneID:68947","Chst8","carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 8","0.11","0.06","0.06","0.5454545454545454","extr","golg","Chst8","","","","","","","","","Sulfotransfer_2"
"GeneID:269941","Chsy1","chondroitin sulfate synthase 1","4.69","2.62","2.03","0.55863539445629","E.R.","golg","Chsy1","","","","","","","","","CHGN,Fringe,Fringe,Galactosyl_T_2,Galactosyl_T,Galactosyl_T,Glycos_transf_2,Glycos_transf_2,BMFP,WWE,WWE"
"GeneID:78923","Chsy3","chondroitin sulfate synthase 3","0.31","0.83","0.88","2.6774193548387095","E.R.","golg","Chsy3","","","","","","","","","CHGN,Fringe,Galactosyl_T,Galactosyl_T,Glycos_transf_2,Glycos_transf_2,Glycos_transf_2,Galactosyl_T_2,Galactosyl_T_2"
"GeneID:214901","Chtf18","CTF18, chromosome transmission fidelity factor 18 homolog (S. cerevisiae)","1.91","1.11","0.96","0.5811518324607331","cyto","nucl","Chtf18","","","","","","","","","AAA,AAA_5,Rad17,Rad17,RuvB_N,DNA_pol3_delta,Zeta_toxin,IstB_IS21"
"GeneID:214987","Chtf8","CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae)","49.11","40.96","39.31","0.8340460191407045","cyto","cyto","Chtf8","","","","","","","","","Ctf8"
"GeneID:12675","Chuk","conserved helix-loop-helix ubiquitous kinase","19.38","20.91","19.95","1.0789473684210527","cyto","cyto","Chuk","","","","","","","","","Pkinase,Pkinase_Tyr,IKKbetaNEMObind,Kdo,YrbL-PhoP_reg"
"GeneID:211151","Churc1","churchill domain containing 1","37.47","22.73","22.26","0.606618628235922","extr","mito","Churc1","","","","","","","","","Churchill,zf-CHY,zf-CHY,zf-LITAF-like,zf-LITAF-like,zf-LITAF-like"
"GeneID:26371","Ciao1","cytosolic iron-sulfur protein assembly 1 homolog (S. cerevisiae)","34.78","20.54","19.55","0.5905692926969522","cyto","nucl","Ciao1","","","","","","silver","new","","WD40,WD40,WD40,WD40,WD40,WD40,WD40,Apc4_WD40,Apc4_WD40,Apc4_WD40,Apc4_WD40,eIF2A,eIF2A,eIF2A,IKI3,IKI3,Coatomer_WDAD,Coatomer_WDAD,Nucleoporin_N,Nucleoporin_N,Nucleoporin_N,Nucleoporin_N,DUF2387,DUF2387"
"GeneID:109006","Ciapin1","cytokine induced apoptosis inhibitor 1","16.39","23.98","23.56","1.4630872483221475","nucl","cyto","Ciapin1","","","","","","","","","CIAPIN1,CIAPIN1,Methyltransf_11,Methyltransf_11,Methyltransf_18,DUF248,Methyltransf_12"
"GeneID:23991","Cib1","calcium and integrin binding 1 (calmyrin)","57.97","40.35","41.62","0.6960496808694152","nucl","mito","Cib1","","","","","","","","","efhand,efhand,SPARC_Ca_bdg,efhand_3,efhand_3,efhand_like,efhand_like"
"GeneID:56506","Cib2","calcium and integrin binding family member 2","3.32","1.92","2.13","0.5783132530120482","cyto","mito","Cib2","","","","","","","","","efhand,efhand,efhand,efhand_3,efhand_3,DUF3800,PMBR"
"GeneID:234421","Cib3","calcium and integrin binding family member 3","0.15","0.09","0.25","0.6","cyto","cyto","Cib3","","","","","","","","","efhand,efhand,DUF371,PSD5"
"GeneID:71722","Cic","capicua homolog (Drosophila)","100.94","48.78","48.22","0.4832573806221518","nucl","plas","Cic","","","","","","","","","HMG_box"
"GeneID:12684","Cideb","cell death-inducing DNA fragmentation factor, alpha subunit-like effector B","1.35","0.6","0.76","0.4444444444444444","nucl","mito","Cideb","","","","","","","","","CIDE-N"
"GeneID:12265","Ciita","class II transactivator","4.29","4.6","4.61","1.0722610722610721","plas,nucl,cyto","E.R.,nucl","Ciita","","","LRR","","","","3/CIITA","","NACHT,NACHT,LRR_4,LRR_4,LRR_4,LRR_4,LRR_1,LRR_1,LRR_1,LRR_1,UreE_C"
"GeneID:67236","Cinp","cyclin-dependent kinase 2 interacting protein","15.72","8.41","7.74","0.5349872773536896","cyto","nucl","Cinp","","","","","","","","","Cytochrom_B562"
"GeneID:66935","Cir1","corepressor interacting with RBPJ, 1","0.83","0.2","0.22","0.24096385542168677","nucl","nucl","Cir1","","","","","","","","","Cir_N,Cir_N,SSP160"
"GeneID:12696","Cirbp","cold inducible RNA binding protein","15.39","7.96","7.59","0.5172189733593242","nucl","nucl","Cirbp","","","","","","","","","RRM_1"
"GeneID:21771","Cirh1a","cirrhosis, autosomal recessive 1A (human)","12.3","11.19","9.15","0.9097560975609755","nucl","nucl","Cirh1a","","","","","","","","","WD40,WD40,WD40,WD40,WD40,WD40,WD40,WD40,WD40,WD40,DUF3312,DUF3312,DUF3312,DUF3312,CPSF_A,CPSF_A"
"GeneID:52637","Cisd1","CDGSH iron sulfur domain 1","33.48","19.13","18.7","0.5713859020310633","extr","mito","Cisd1","","","","","","","","","zf-CDGSH,MitoNEET_N,DUF533"
"GeneID:67006","Cisd2","CDGSH iron sulfur domain 2","44.23","31.46","33.44","0.711281935338006","cyto_mito","E.R.","Cisd2","","","","","","","","","MitoNEET_N,zf-CDGSH,PGA2"
"GeneID:217149","Cisd3","CDGSH iron sulfur domain 3","10.17","8.55","8.5","0.84070796460177","extr","mito","Cisd3","","","","","","","","","zf-CDGSH,zf-CDGSH,Inhibitor_I71"
"GeneID:12700","Cish","cytokine inducible SH2-containing protein","0.32","83.58","73.87","261.1875","extr","nucl","Cish","","","","","","","","","SH2,SOCS_box"
"GeneID:12704","Cit","citron","0.82","0.45","0.4","0.5487804878048781","nucl","extr","Cit","","","","","","","","","CNH,Pkinase,Pkinase_Tyr,Pkinase_C,C1_1,PH,V_ATPase_I,V_ATPase_I,Seadorna_VP7,APH,APH"
"GeneID:17684","Cited2","Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2","70.18","289.57","305.95","4.12610430322029","cyto_nucl","nucl","Cited2","","","","","","","","","CITED,CITED"
"GeneID:56222","Cited4","Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4","0.22","0.03","0.1","0.13636363636363635","extr","cyto","Cited4","","","","","","","","","CITED"
"GeneID:68379","Ciz1","CDKN1A interacting zinc finger protein 1","26.67","13.46","13.74","0.5046869141357331","nucl","nucl","Ciz1","","","","","","","","","zf-C2H2_jaz,zf-C2H2_jaz,zf-C2H2_jaz,zf-C2H2_2,zf-C2H2_2,zf-C2H2_2,zf-C2H2_2,AKAP95,AKAP95,AKAP95,zf-C2H2,zf-C2H2,zf-C2H2,zf-U1,zf-U1,zf-U1,zf-met,zf-met,zf-met"
"GeneID:80986","Ckap2","cytoskeleton associated protein 2","2.68","1.34","1.1","0.5","nucl","cyto","Ckap2","","","","","","","","",""
"GeneID:70466","Ckap2l","cytoskeleton associated protein 2-like","3.97","5.51","4.89","1.3879093198992443","nucl","nucl","Ckap2l","","","","","","","","",""
"GeneID:216197","Ckap4","cytoskeleton-associated protein 4","24.53","14.88","14.22","0.6066041581736649","plas","E.R.","Ckap4","","","","","","","","","Myosin_tail_1,Myosin_tail_1,Reo_sigmaC,Reo_sigmaC,Reo_sigmaC,Reo_sigmaC,Reo_sigmaC,NPV_P10,NPV_P10,NPV_P10,NPV_P10,IncA,IncA,IncA,IncA,DUF2353,DUF2353,DUF2353,Syntaxin-6_N,Syntaxin-6_N,Syntaxin-6_N,Syntaxin-6_N,Syntaxin-6_N,Syntaxin-6_N,Atg14,Atg14,Atg14,Atg14,Mod_r,Mod_r,Mod_r,Baculo_PEP_C,Baculo_PEP_C,Baculo_PEP_C,Baculo_PEP_C,Baculo_PEP_C,Spectrin,Spectrin,Spectrin,Spectrin,Spectrin,Spectrin,CP12,Fib_alpha,Fib_alpha,Fib_alpha,Fib_alpha,Fib_alpha,Fib_alpha,Fib_alpha,ADIP,ADIP,ADIP,ADIP,ADIP,ADIP,DUF1664,DUF1664,DUF1664,DUF1664,DUF1664,DUF1664,DUF1664,DUF1664,COG2,COG2,COG2,COG2,COG2,COG5,COG5,COG5,COG5,COG5,COG5,COG5,TMPIT,TMPIT,TMPIT,TMPIT,DUF869,DUF869,DUF869,Filament,Filament,Sec8_exocyst,Sec8_exocyst,Sec8_exocyst,Sec8_exocyst,Sec8_exocyst,Tropomyosin_1,Tropomyosin_1,Tropomyosin_1,Tropomyosin_1,FlaC_arch,FlaC_arch,FlaC_arch,FlaC_arch,FlaC_arch,FlaC_arch,IFT57,IFT57,IFT57,IFT57,V_ATPase_I,V_ATPase_I,V_ATPase_I,Bacillus_HBL,Bacillus_HBL,Bacillus_HBL,Bacillus_HBL,Bacillus_HBL"
"GeneID:75786","Ckap5","cytoskeleton associated protein 5","14.1","11.38","10.3","0.8070921985815603","plas","plas","Ckap5","","","","","","","","","CLASP_N,CLASP_N,CLASP_N,CLASP_N,CLASP_N,HEAT,HEAT,HEAT,HEAT,HEAT,HEAT,HEAT,HEAT,Vac14_Fab1_bd,Vac14_Fab1_bd,Vac14_Fab1_bd,Vac14_Fab1_bd,Vac14_Fab1_bd,Vac14_Fab1_bd,Cohesin_HEAT,Cohesin_HEAT,Cohesin_HEAT,Cohesin_HEAT,Ipi1_N,Ipi1_N,Ipi1_N,Ipi1_N,ParcG,ParcG"
"GeneID:12709","Ckb","creatine kinase, brain","259.04","169.93","163.4","0.6559990735021618","cyto","cyto","Ckb","","","","","","","","","ATP-gua_Ptrans,ATP-gua_PtransN"
"GeneID:75458","Cklf","chemokine-like factor","23.2","16.3","16.7","0.7025862068965518","plas","plas","Cklf","","","","","","","","","MARVEL,DUF2374,DUF2374,DUF3040,DUF3040"
"GeneID:54124","Cks1b","CDC28 protein kinase 1b","13.23","8.74","6.47","0.6606198034769464","nucl","mito","Cks1b","","","","","","","","","CKS"
"GeneID:66197","Cks2","CDC28 protein kinase regulatory subunit 2","2.5","3.13","2.34","1.252","cyto","mito","Cks2","","","","","","","","","CKS"
"GeneID:76707","Clasp1","CLIP associating protein 1","7.9","6.92","7.1","0.8759493670886076","nucl","plas","Clasp1","","","","","","","","","CLASP_N,CLASP_N,CLASP_N,CLASP_N,HEAT,HEAT,HEAT,HEAT,HEAT,HEAT,Sec7_N,Sec7_N,Sec7_N,Sec7_N,Adaptin_N,Adaptin_N,Adaptin_N,Adaptin_N,Adaptin_N,Adaptin_N,Vac14_Fab1_bd,Vac14_Fab1_bd,Vac14_Fab1_bd,Vac14_Fab1_bd,Ipi1_N,Ipi1_N,Ipi1_N,Ipi1_N,Cnd1,Cnd1,Cnd1,TAN,TAN,TAN,DUF2435,DUF2435,ParcG,ParcG,ParcG"
"GeneID:76499","Clasp2","CLIP associating protein 2","12.11","8.82","9.13","0.7283236994219654","nucl,cyto","plas","Clasp2","","","","","","","","","CLASP_N,CLASP_N,CLASP_N,CLASP_N,HEAT,HEAT,HEAT,HEAT,HEAT,HEAT,Ipi1_N,Ipi1_N,Adaptin_N,Adaptin_N,Adaptin_N,Adaptin_N,Adaptin_N,Adaptin_N,Adaptin_N,Cnd1,Cnd1,Cnd1,Cnd1,DUF2435,DUF2435,DUF2435,Sec7_N,Sec7_N,Sec7_N,Sec7_N,TAN,TAN,TAN,TAN,ParcG,Nipped-B_C,Nipped-B_C"
"GeneID:53609","Clasrp","CLK4-associating serine/arginine rich protein","8.65","4.42","4.28","0.5109826589595375","nucl","nucl","Clasrp","","","","","","","","","DRY_EERY,DRY_EERY,S-antigen"
"GeneID:229725","Clcc1","chloride channel CLIC-like 1","23.53","13.52","13.59","0.574585635359116","plas","lyso","Clcc1","","","","","","","","","MCLC"
"GeneID:56708","Clcf1","cardiotrophin-like cytokine factor 1","0.5","16.54","12.78","33.08","extr","extr","Clcf1","","","","Bettina","","","ext","","PRF,CNTF"
"GeneID:12724","Clcn2","chloride channel 2","0.24","0.12","0.08","0.5","plas","plas","Clcn2","","","","","","","","","Voltage_CLC,Voltage_CLC,CBS,CBS"
"GeneID:12725","Clcn3","chloride channel 3","12.07","5.13","4.93","0.4250207125103562","plas","plas","Clcn3","","","","","","","","","Voltage_CLC,CBS,CBS"
"GeneID:12727","Clcn4-2","chloride channel 4-2","23.46","14.65","14.65","0.624467178175618","plas","plas","Clcn4-2","","","","","","","","","Voltage_CLC,Voltage_CLC,CBS,CBS,Peptidase_S32"
"GeneID:12728","Clcn5","chloride channel 5","7.49","16.55","18.29","2.2096128170894525","plas","plas","Clcn5","","","","","","","","","Voltage_CLC,Voltage_CLC,CBS,CBS"
"GeneID:26372","Clcn6","chloride channel 6","5.3","5.62","6.17","1.060377358490566","plas","plas","Clcn6","","","","","","","","","Voltage_CLC,Voltage_CLC,CBS,CBS,DUF2140"
"GeneID:26373","Clcn7","chloride channel 7","135.08","117.25","116.86","0.868004145691442","plas","plas","Clcn7","","","","","","","","","Voltage_CLC,Voltage_CLC,CBS,CBS"
"GeneID:64945","Cldn12","claudin 12","2.46","1.31","1.13","0.5325203252032521","plas","plas","Cldn12","","","","","","","","","PMP22_Claudin,DUF2583,DUF2583,DUF2583,DUF3481,DUF3481"
"GeneID:71908","Cldn23","claudin 23","0.02","0.62","0.61","31.0","plas","plas","Cldn23","","","","","","","","","PMP22_Claudin,L_HGMIC_fpl,DUF872,DUF872,DUF202,DUF202"
"GeneID:74720","Cldn26","claudin 26","1.16","0.64","0.76","0.5517241379310346","plas","plas","Cldn26","","","","","","","","","PMP22_Claudin,DUF2244,DUF2244,DUF2244"
"GeneID:53624","Cldn7","claudin 7","0.08","0.14","0.04","1.7500000000000002","plas","plas","Cldn7","","","","","","","","","PMP22_Claudin,Amastin,Clc-like,Clc-like,OppC_N,OppC_N,NnrU,SUR7,7TMR-DISM_7TM,7TMR-DISM_7TM,Chloroa_b-bind,Chloroa_b-bind"
"GeneID:224250","Cldnd1","claudin domain containing 1","11.16","22.73","23.23","2.0367383512544803","plas","plas","Cldnd1","","","","","","","","","PMP22_Claudin,PMP22_Claudin"
"GeneID:17312","Clec10a","C-type lectin domain family 10, member A","5.79","4.1","4.8","0.7081174438687391","cyto","plas","Clec10a","","","Clec","","","","2.0","","Lectin_N,Lectin_C,IncA,TPR_MLP1_2,Atg14,AIP3,DUF3584,DUF2353,Seryl_tRNA_N,Seryl_tRNA_N,Myosin_tail_1,Baculo_PEP_C,Apolipoprotein,Tropomyosin_1,Tropomyosin_1,Prefoldin_2,Prefoldin_2,ApoLp-III,FlaC_arch,FlaC_arch,FlaC_arch,NPV_P10,NPV_P10,DUF342,Spc7,bZIP_1,bZIP_1,bZIP_1,bZIP_1,Reo_sigmaC,DUF1664,DUF1664,DASH_Dad2,TBPIP,TBPIP,FUSC,Hemerythrin,Ly49,Ly49,TMF_TATA_bd,V_ATPase_I,Herpes_UL45,BLOC1_2,Tup_N,Glyco_hydro_26,Mnd1,DUF972,DUF972,Gp-FAR-1,Transposase_22,MAD,Filament,Fzo_mitofusin,Fzo_mitofusin,COG2,COG2,Jnk-SapK_ap_N,DUF827,PspA_IM30,DUF582,FH2,FH2,Bacillus_HBL,Bacillus_HBL,Gp58,Fib_alpha,Phage_GP20,TMPIT,HalX,HalX,ADIP,ADIP,ApoO,HALZ,HALZ,CorA,Bap31,Cluap1,Cluap1,RmuC,RmuC,Cenp-F_leu_zip,Cenp-F_leu_zip,ACCA,Laminin_II,Prefoldin,TMF_DNA_bd,TMF_DNA_bd,DivIC,DivIC,Phlebovirus_NSM,DUF2968,Spc24,Spc24,Syntaxin-6_N,Syntaxin-6_N,bZIP_2,Syntaxin"
"GeneID:20256","Clec11a","C-type lectin domain family 11, member a","0.17","0.07","0.16","0.411764705882353","extr","pero","Clec11a","","","","","","","low","","Lectin_C,IncA,IncA,Mu-like_Pro,Chordopox_A33R,FUSC,FUSC"
"GeneID:232413","Clec12a","C-type lectin domain family 12, member a","622.79","591.45","594.92","0.9496780616259094","plas","plas","Clec12a","","","Clec","","","","2.0","","Lectin_C,Lectin_C,Tetraspannin,Fz,Cluap1,Ofd1_CTDD,Ofd1_CTDD"
"GeneID:71183","Clec12b","C-type lectin domain family 12, member B","0.09","0.04","0.11","0.4444444444444445","plas","plas","Clec12b","","","","","","","low","","Lectin_C,Ly49,TRAPPC9-Trs120,Ded_cyto,LMBR1,DUF106,RskA,Herpes_UL45,Herpes_UL45,Herpes_UL45"
"GeneID:74374","Clec16a","C-type lectin domain family 16, member A","9.6","6.59","6.88","0.6864583333333334","nucl","plas","Clec16a","","","Clec","","","","2.0","","FPL"
"GeneID:243653","Clec1a","C-type lectin domain family 1, member a","0.68","0.3","0.16","0.4411764705882352","cyto","plas","Clec1a","","","","","","","low","","Lectin_C,Lectin_C,IncA,HemX,Ly49,DUF948,Herpes_UL45,Herpes_UL45"
"GeneID:56760","Clec1b","C-type lectin domain family 1, member b","0.81","0.56","0.7","0.6913580246913581","extr,cyto,plas","plas","Clec1b","","","","","","","low","","Lectin_C,Lectin_C,Herpes_UL45,zf-C4,zf-C4,zf-C4"
"GeneID:93694","Clec2d","C-type lectin domain family 2, member d","10.59","24.41","25.75","2.305004721435316","plas","plas","Clec2d","","","Clec","","","","2.0","","Lectin_C,Herpes_UL45,CPW_WPC,CPW_WPC,PufQ"
"GeneID:232409","Clec2e","C-type lectin domain family 2, member e","0.0","0.03","0.12","7","plas","plas","Clec2e","","","","","","","low","","Lectin_C,Herpes_UL45"
"GeneID:93675","Clec2i","C-type lectin domain family 2, member i","9.17","2.03","2.14","0.2213740458015267","plas","plas","Clec2i","","","Clec","","","","2.0","","Lectin_C,Lectin_C,Herpes_UL45"
"GeneID:269799","Clec4a1","C-type lectin domain family 4, member a1","85.86","113.72","127.57","1.3244817144188212","cyto","plas","Clec4a1","","","Clec","","","","2.0","","Lectin_C,Lectin_C,Tetraspannin"
"GeneID:26888","Clec4a2","C-type lectin domain family 4, member a2","72.52","60.46","63.89","0.8337010479867624","cyto","plas","Clec4a2","","","Clec","","","","2.0","","Lectin_C,Tetraspannin,ODV-E18,DUF3139,DUF3139,SH"
"GeneID:73149","Clec4a3","C-type lectin domain family 4, member a3","81.18","55.22","60.45","0.6802168021680216","plas","plas","Clec4a3","","","Clec","","","","2.0","","Lectin_C,Lectin_C,DUF2418,Tetraspannin"
"GeneID:474145","Clec4a4","C-type lectin domain family 4, member a4","1.56","1.38","1.03","0.8846153846153845","cyto","plas","Clec4a4","","","Clec","","","","2.0","","Lectin_C,SH,Tetraspannin"
"GeneID:69810","Clec4b1","C-type lectin domain family 4, member b1","8.24","4.77","4.92","0.578883495145631","extr","plas","Clec4b1","","","Clec","","","","2.0","","Lectin_C"
"GeneID:17474","Clec4d","C-type lectin domain family 4, member d","532.12","902.19","906.39","1.6954634293016613","extr","plas","Clec4d","","","Clec","","","","2.0","","Lectin_C"
"GeneID:56619","Clec4e/Mincle","C-type lectin domain family 4, member e","37.41","1068.1","992.83","28.55118952151831","cyto_nucl","plas","Clec4e/Mincle","","","Clec","Bettina","","","3.0","","Lectin_C"
"GeneID:56620","Clec4n","C-type lectin domain family 4, member n","19.16","14.68","16.73","0.7661795407098121","extr","extr,plas","Clec4n","","","","","","","","","Lectin_C,Herpes_UL45"
"GeneID:23845","Clec5a","C-type lectin domain family 5, member a","21.58","87.46","86.62","4.052826691380909","extr","plas","Clec5a","","","","","","","","","Lectin_C,Lectin_C"
"GeneID:56644","Clec7a","C-type lectin domain family 7, member a","146.55","93.19","97.95","0.6358921869669054","plas","plas","Clec7a","","","","","","","","","Lectin_C,Ly49,Herpes_UL45,Herpes_UL45,CSF-1,Herpes_UL49_2,DUF3357"
"GeneID:232414","Clec9a","C-type lectin domain family 9, member a","0.15","0.18","0.21","1.2","plas,cyto","plas","Clec9a","","","","","","","","","Lectin_C,Lectin_C,Herpes_UL45,Herpes_UL45"
"GeneID:114584","Clic1","chloride intracellular channel 1","541.74","439.62","445.44","0.8114962897330823","cyto","E.R.","Clic1","","","","","","","","","GST_C"
"GeneID:69454","Clic3","chloride intracellular channel 3","0.37","0.06","0.13","0.16216216216216217","plas","E.R.","Clic3","","","","","","","","","Glutaredoxin,GST_C,TraC_F_IV,TraC_F_IV"
"GeneID:29876","Clic4","chloride intracellular channel 4 (mitochondrial)","246.55","1081.38","1141.21","4.386047454877307","cyto","E.R.","Clic4","","","","","","","","","GST_C,GST_C"
"GeneID:224796","Clic5","chloride intracellular channel 5","0.98","1.03","1.15","1.0510204081632653","cyto","E.R.","Clic5","","","","","","","","","GST_C,GST_C,GST_C"
"GeneID:216705","Clint1","clathrin interactor 1","56.81","72.4","73.44","1.2744235169864462","nucl","nucl","Clint1","","","","","","","","","ENTH,ANTH"
"GeneID:56430","Clip1","CAP-GLY domain containing linker protein 1","53.21","39.7","40.85","0.7461003570757376","nucl","extr","Clip1","","","","","","","","","CAP_GLY,CAP_GLY,bZIP_1,bZIP_1,bZIP_1,bZIP_1,bZIP_1,bZIP_1,bZIP_1,bZIP_1,bZIP_1,bZIP_1,bZIP_1,bZIP_1,bZIP_1,bZIP_1,bZIP_1,bZIP_1"
"GeneID:269713","Clip2","CAP-GLY domain containing linker protein 2","18.05","9.0","8.56","0.4986149584487534","nucl","cyto,mito","Clip2","","","","","","","","","CAP_GLY,CAP_GLY,TMF_DNA_bd,TMF_DNA_bd,TMF_DNA_bd,TMF_DNA_bd,TMF_DNA_bd,TMF_DNA_bd,TMF_DNA_bd,TMF_DNA_bd,Reo_sigmaC,Reo_sigmaC,Reo_sigmaC,Reo_sigmaC,Reo_sigmaC"
"GeneID:76686","Clip3","CAP-GLY domain containing linker protein 3","0.3","0.23","0.17","0.7666666666666667","cyto","nucl","Clip3","","","","","","","","","CAP_GLY,CAP_GLY,Ank_2,Ank_2,Ank,Ank,Ank"
"GeneID:12747","Clk1","CDC-like kinase 1","17.63","6.77","6.31","0.3840045377197958","nucl","nucl","Clk1","","","","","","","","","Pkinase,Pkinase_Tyr,Pkinase_Tyr"
"GeneID:12748","Clk2","CDC-like kinase 2","17.61","7.64","7.35","0.4338444065871664","nucl","nucl","Clk2","","","","","","","","","Pkinase,Pkinase_Tyr,Pkinase_Tyr,SPC25,SPC25"
"GeneID:102414","Clk3","CDC-like kinase 3","25.79","22.93","22.53","0.889104303993796","nucl","nucl","Clk3","","","","","","","","","Pkinase,Pkinase_Tyr,Pkinase_Tyr"
"GeneID:12750","Clk4","CDC like kinase 4","14.13","6.48","5.64","0.4585987261146497","nucl","nucl","Clk4","","","","","","","","","Pkinase,Pkinase_Tyr,Pkinase_Tyr,DUF678,DUF678"
"GeneID:12752","Cln3","ceroid lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-Vogt disease)","89.37","134.87","131.17","1.509119391294618","plas","lyso","Cln3","","","","","","","","","CLN3"
"GeneID:211286","Cln5","ceroid-lipofuscinosis, neuronal 5","53.74","112.05","111.26","2.0850390770375884","extr","lyso","Cln5","","","","","","","","",""
"GeneID:76524","Cln6","ceroid-lipofuscinosis, neuronal 6","51.84","29.15","28.95","0.5623070987654321","plas","E.R.","Cln6","","","","","","","","",""
"GeneID:26889","Cln8","ceroid-lipofuscinosis, neuronal 8","117.38","26.98","26.41","0.22985176350315217","plas","E.R.","Cln8","","","","","","","","","TRAM_LAG1_CLN8,TRAM_LAG1_CLN8"
"GeneID:12729","Clns1a","chloride channel, nucleotide-sensitive, 1A","31.81","21.73","20.43","0.6831185161898774","nucl","nucl","Clns1a","","","","","","","","","ICln_channel,ICln_channel"
"GeneID:12753","Clock","circadian locomotor output cycles kaput","9.73","13.17","13.11","1.3535457348406987","cyto","nucl","Clock","","","","","","","","","PAS_3,PAS_3,PAS,PAS,PAS,PAS,HLH,RNA_pol_Rpb4,RNA_pol_Rpb4,RNA_pol_Rpb4"
"GeneID:98985","Clp1","CLP1, cleavage and polyadenylation factor I subunit, homolog (S. cerevisiae)","12.35","15.74","15.79","1.274493927125506","cyto","nucl","Clp1","","","","","","","","","Clp1,MobB,ATP_bind_1,AAA_10,AAA_10"
"GeneID:20480","Clpb","ClpB caseinolytic peptidase B homolog (E. coli)","13.04","8.5","8.54","0.651840490797546","mito","mito","Clpb","","","","","","","","","AAA_2,Ank_2,Ank_2,Ank,Ank,Ank,ClpB_D2-small,AAA_5,AAA,AAA,Zeta_toxin,Sigma54_activat,Sigma54_activat,Torsin,AAA_3,Arch_ATPase,YchF-GTPase_C"
"GeneID:53895","Clpp","caseinolytic peptidase, ATP-dependent, proteolytic subunit homolog (E. coli)","16.96","9.64","9.37","0.5683962264150944","cyto_nucl","mito","Clpp","","","","","","","","","CLP_protease,MDMPI_C"
"GeneID:56457","Clptm1","cleft lip and palate associated transmembrane protein 1","85.9","68.94","69.68","0.8025611175785796","plas","plas","Clptm1","","","","","","","","","CLPTM1,PQ-loop,PQ-loop"
"GeneID:218335","Clptm1l","CLPTM1-like","96.05","74.11","72.74","0.7715773034877668","plas","plas","Clptm1l","","","","","","","","","CLPTM1"
"GeneID:270166","Clpx","caseinolytic peptidase X (E.coli)","18.07","11.61","11.37","0.6425013835085777","mito","mito","Clpx","","","","","","","","","AAA_2,ClpB_D2-small,AAA,AAA_5,Sigma54_activat,Mg_chelatase,Mg_chelatase,Mg_chelatase,IstB_IS21,GSPII_E,RuvB_N,NACHT,DEAD,ResIII,UPF0079,TIP49,PhoH,RNA_helicase,PduV-EutP,TrwB_AAD_bind,TrwB_AAD_bind,Zn_Tnp_IS1595"
"GeneID:269582","Clspn","claspin homolog (Xenopus laevis)","2.47","0.78","0.62","0.3157894736842105","nucl","plas","Clspn","","","","","","","","",""
"GeneID:65945","Clstn1","calsyntenin 1","1.58","1.51","1.58","0.9556962025316456","plas","plas","Clstn1","","","","","","","","","Cadherin,Cadherin,CDC45,Glyco_hydro_16,Laminin_G_2,UQ_con,Serinc,DUF2890,TRAP_alpha,TRAP_alpha"
"GeneID:12757","Clta","clathrin, light polypeptide (Lca)","311.15","213.4","218.6","0.6858428410734373","cyto","nucl","Clta","","","","","","","","","Clathrin_lg_ch,FadA,DUF2265"
"GeneID:74325","Cltb","clathrin, light polypeptide (Lcb)","29.37","19.66","19.63","0.6693905345590738","cyto_nucl","cyto","Cltb","","","","","","","","","Clathrin_lg_ch,Glyco_hydro_4C,GED,DUF1451,FKBP_N"
"GeneID:67300","Cltc","clathrin, heavy polypeptide (Hc)","180.46","176.5","161.27","0.9780560789094536","cyto","plas","Cltc","","","","","","","","","Clathrin,Clathrin,Clathrin,Clathrin,Clathrin,Clathrin,Clathrin,Clathrin_propel,Clathrin_propel,Clathrin_propel,Clathrin_propel,Clathrin_propel,Clathrin_propel,Clathrin_propel,Clathrin-link,Coatomer_WDAD,Coatomer_WDAD,Coatomer_WDAD,Coatomer_WDAD,TPR_2,TPR_2,TPR_2,TPR_1,TPR_1,TPR_1"
